date,rate
2011.10.22,30.88773990534024
2011.10.23,30.89774013414024
2011.10.24,31.02274017254024
2011.10.25,30.80274082084024
2011.10.26,30.75774074454024
2011.10.27,30.80273922114024
2011.10.28,30.47774007074024
2011.10.29,30.45774150744024
2011.10.30,30.57774043934024
2011.10.31,30.55694074364024
2011.11.01,30.727740057940238
2011.11.02,30.91774059194024
2011.11.03,30.777741202340238
2011.11.04,30.55773998164024
2011.11.05,30.64774013414024
2011.11.06,30.61774135494024
2011.11.07,30.66774059194024
2011.11.08,30.68273998164024
2011.11.09,30.65774036304024
2011.11.10,30.73474034804024
2011.11.11,30.86774935444024
2011.11.12,30.80773998164024
2011.11.13,30.74774051564024
2011.11.14,30.691358654740238
2011.11.15,30.82774043934024
2011.11.16,30.85131934254024
2011.11.17,30.86274092674024
2011.11.18,30.91473995104024
2011.11.19,30.94774147064024
2011.11.20,31.02274013414024
2011.11.21,31.047741660040238
2011.11.22,31.25273966804024
2011.11.23,31.23250112054024
2011.11.24,31.37274242304024
2011.11.25,31.220739859540238
2011.11.26,31.347740897140238
2011.11.27,31.422741660040238
2011.11.28,31.33774066894024
2011.11.29,31.31275703934024
2011.11.30,31.30258082474024
2011.12.01,30.88242079824024
2011.12.02,30.85262202004024
2011.12.03,30.82774043934024
2011.12.04,30.82774043934024
2011.12.05,30.75842073724024
2011.12.06,30.80974161854024
2011.12.07,30.83776581244024
2011.12.08,30.80258083284024
2011.12.09,30.82273937124024
2011.12.10,30.847740897140238
2011.12.11,30.847740897140238
2011.12.12,30.917740551340238
2011.12.13,31.21978101104024
2011.12.14,31.26974022184024
2011.12.15,31.382145538440238
2011.12.16,31.362661047240238
2011.12.17,31.31774021044024
2011.12.18,31.31774021044024
2011.12.19,31.33271750544024
2011.12.20,31.227740057940238
2011.12.21,31.26274181264024
2011.12.22,31.29274059194024
2011.12.23,31.18774104974024
2011.12.24,31.19774127864024
2011.12.25,31.277741202340238
2011.12.26,31.277741202340238
2011.12.27,31.33273094704024
2011.12.28,31.44214206594024
2011.12.29,31.65259815974024
2011.12.30,31.73265312554024
2011.12.31,31.58774066824024
2012.01.01,31.55274074454024
2012.01.02,31.52774152234024
2012.01.03,31.450941275540238
2012.01.04,31.24074009974024
2012.01.05,31.44774127864024
2012.01.06,31.64272662624024
2012.01.07,31.70774150744024
2012.01.08,31.70774150744024
2012.01.09,31.64774014234024
2012.01.10,31.69788367974024
2012.01.11,31.56774021044024
2012.01.12,31.66774059194024
2012.01.13,31.69774127864024
2012.01.14,31.80773998164024
2012.01.15,31.80773998164024
2012.01.16,31.89894119184024
2012.01.17,31.86774295484024
2012.01.18,31.71071752874024
2012.01.19,31.64774013414024
2012.01.20,31.613140372240238
2012.01.21,31.50774074454024
2012.01.22,31.50774074454024
2012.01.23,31.63273933914024
2012.01.24,31.31774021814024
2012.01.25,31.45586069734024
2012.01.26,31.45273723734024
2012.01.27,31.29574085144024
2012.01.28,31.047741660040238
2012.01.29,31.047741660040238
2012.01.30,30.99774051564024
2012.01.31,31.17274101974024
2012.02.01,30.96832305684024
2012.02.02,30.95774150744024
2012.02.03,30.91085971734024
2012.02.04,30.87774158374024
2012.02.05,30.87774158374024
2012.02.06,30.797741660040238
2012.02.07,30.95774150744024
2012.02.08,30.902661143240238
2012.02.09,30.73273921864024
2012.02.10,30.69774127864024
2012.02.11,30.87774158374024
2012.02.12,30.87774158374024
2012.02.13,30.79393956454024
2012.02.14,30.81304115584024
2012.02.15,30.83774066824024
2012.02.16,30.83574062244024
2012.02.17,30.837740664140238
2012.02.18,30.81774211784024
2012.02.19,30.797741660040238
2012.02.20,30.76606736154024
2012.02.21,30.782735869240238
2012.02.22,30.74774051544024
2012.02.23,30.52322552684024
2012.02.24,30.28135331724024
2012.02.25,30.35774112604024
2012.02.26,30.35774112604024
2012.02.27,30.38774180724024
2012.02.28,30.44274021044024
2012.02.29,30.30534080914024
2012.03.01,30.45074675234024
2012.03.02,30.50273999644024
2012.03.03,30.56774021044024
2012.03.04,30.56774021044024
2012.03.05,30.521028995940238
2012.03.06,30.672742238540238
2012.03.07,30.80274086094024
2012.03.08,30.72282090144024
2012.03.09,30.55356458774024
2012.03.10,30.50774074454024
2012.03.11,30.55773998164024
2012.03.12,30.602903156640238
2012.03.13,30.63093526784024
2012.03.14,30.63794177904024
2012.03.15,30.81234105084024
2012.03.16,30.73274138194024
2012.03.17,30.727740057940238
2012.03.18,30.727740057940238
2012.03.19,30.70525638744024
2012.03.20,30.717220633240238
2012.03.21,30.78377282214024
2012.03.22,30.783540228840238
2012.03.23,30.772752960140238
2012.03.24,30.74774070764024
2012.03.25,30.74774051564024
2012.03.26,30.71374045944024
2012.03.27,30.69274021044024
2012.03.28,30.73274112604024
2012.03.29,30.81274104974024
2012.03.30,30.89274097344024
2012.03.31,30.80773998164024
2012.04.01,30.80773998164024
2012.04.02,30.797741660040238
2012.04.03,30.79710909814024
2012.04.04,30.89274097344024
2012.04.05,31.02514674664024
2012.04.06,31.00503117734024
2012.04.07,30.99274135494024
2012.04.08,30.977740057940238
2012.04.09,31.01247921424024
2012.04.10,30.949717584740238
2012.04.11,30.97484232874024
2012.04.12,30.90739489194024
2012.04.13,30.737970226940238
2012.04.14,30.777741202540238
2012.04.15,30.78774143114024
2012.04.16,30.79346969214024
2012.04.17,30.82903097604024
2012.04.18,30.81884924404024
2012.04.19,30.870757304740238
2012.04.20,30.89274097344024
2012.04.21,30.727740057940238
2012.04.22,30.727740057940238
2012.04.23,30.924476577640238
2012.04.24,30.998060460540238
2012.04.25,30.93273998254024
2012.04.26,30.92274166114024
2012.04.27,30.86274028674024
2012.04.28,30.727740057940238
2012.04.29,30.727740057940238
2012.04.30,30.76764432514024
2012.05.01,30.75273967644024
2012.05.02,30.73773966214024
2012.05.03,30.797741660040238
2012.05.04,30.95574035414024
2012.05.05,30.90774036304024
2012.05.06,30.90774036304024
2012.05.07,31.00073982694024
2012.05.08,30.99084370634024
2012.05.09,31.02274013414024
2012.05.10,31.143721542340238
2012.05.11,31.132740770140238
2012.05.12,31.16774059194024
2012.05.13,31.20774150744024
2012.05.14,31.197779187740238
2012.05.15,31.36274028694024
2012.05.16,31.39274097344024
2012.05.17,31.41270116104024
2012.05.18,31.42266164804024
2012.05.19,31.30773998164024
2012.05.20,31.41774059194024
2012.05.21,31.34574511694024
2012.05.22,31.29274443224024
2012.05.23,31.49470019764024
2012.05.24,31.577740401040238
2012.05.25,31.63338054344024
2012.05.26,31.63773990534024
2012.05.27,31.63773990534024
2012.05.28,31.66685457344024
2012.05.29,31.66274337344024
2012.05.30,31.77321471444024
2012.05.31,31.89356003874024
2012.06.01,31.84373996584024
2012.06.02,31.60774112604024
2012.06.03,31.60774112604024
2012.06.04,31.59714665794024
2012.06.05,31.47276028064024
2012.06.06,31.56594274814024
2012.06.07,31.426741600640238
2012.06.08,31.71074062244024
2012.06.09,31.68774104974024
2012.06.10,31.68774104974024
2012.06.11,31.55374703794024
2012.06.12,31.69274005684024
2012.06.13,31.57274498794024
2012.06.14,31.52680489304024
2012.06.15,31.48274112604024
2012.06.16,31.44774127864024
2012.06.17,31.51774097344024
2012.06.18,31.39974913824024
2012.06.19,31.45278843374024
2012.06.20,31.41822054684024
2012.06.21,31.56274131194024
2012.06.22,31.82369984744024
2012.06.23,31.73774028674024
2012.06.24,31.81774021044024
2012.06.25,31.81274104664024
2012.06.26,31.84774092834024
2012.06.27,31.84877952524024
2012.06.28,31.86290127364024
2012.06.29,31.91658825454024
2012.06.30,31.55773998164024
2012.07.01,31.55773998164024
2012.07.02,31.58274150804024
2012.07.03,31.588316653040238
2012.07.04,31.36354155534024
2012.07.05,31.53274419324024
2012.07.06,31.57437727454024
2012.07.07,31.69774127864024
2012.07.08,31.69774127864024
2012.07.09,31.761981572840238
2012.07.10,31.71289428644024
2012.07.11,31.74802060644024
2012.07.12,31.73274112604024
2012.07.13,31.78794462764024
2012.07.14,31.547741660040238
2012.07.15,31.547741660040238
2012.07.16,31.63774194064024
2012.07.17,31.592867832040238
2012.07.18,31.62291059184024
2012.07.19,31.69266022144024
2012.07.20,31.65774131374024
2012.07.21,31.70774150744024
2012.07.22,31.70774150744024
2012.07.23,31.72484959384024
2012.07.24,31.767723449540238
2012.07.25,31.75774074454024
2012.07.26,31.66131268814024
2012.07.27,31.62773967434024
2012.07.28,31.50774074454024
2012.07.29,31.527741202340238
2012.07.30,31.56694212514024
2012.07.31,31.60758176234024
2012.08.01,31.54772546604024
2012.08.02,31.597740896740238
2012.08.03,31.64750974354024
2012.08.04,31.48774028674024
2012.08.05,31.48774028674024
2012.08.06,31.487740271440238
2012.08.07,31.47774024994024
2012.08.08,31.53773468564024
2012.08.09,31.50774087254024
2012.08.10,31.48674525444024
2012.08.11,31.45774150744024
2012.08.12,31.45774150744024
2012.08.13,31.46774443744024
2012.08.14,31.46273426064024
2012.08.15,31.51774097344024
2012.08.16,31.53774143114024
2012.08.17,31.507740707640238
2012.08.18,31.50774074454024
2012.08.19,31.51774097344024
2012.08.20,31.50676434664024
2012.08.21,31.52771720324024
2012.08.22,31.43272110244024
2012.08.23,31.31974580704024
2012.08.24,31.192931602340238
2012.08.25,31.20774150744024
2012.08.26,31.20774150744024
2012.08.27,31.19893549204024
2012.08.28,31.31272256424024
2012.08.29,31.27318106744024
2012.08.30,31.35781766764024
2012.08.31,31.40774067014024
2012.09.01,31.23774028674024
2012.09.02,31.297741660040238
2012.09.03,31.26580555394024
2012.09.04,31.21753986254024
2012.09.05,31.23274112614024
2012.09.06,31.28774143114024
2012.09.07,31.18275438424024
2012.09.08,31.10774112604024
2012.09.09,31.10774112604024
2012.09.10,31.06734029074024
2012.09.11,31.11774135494024
2012.09.12,31.05294078624024
2012.09.13,30.98774028674024
2012.09.14,30.89774330864024
2012.09.15,30.75774074454024
2012.09.16,30.75774074454024
2012.09.17,30.78266868904024
2012.09.18,30.852736769840238
2012.09.19,30.86713196924024
2012.09.20,30.80275105864024
2012.09.21,30.87573985954024
2012.09.22,30.73774028674024
2012.09.23,30.80773998164024
2012.09.24,30.87271651664024
2012.09.25,30.94274752204024
2012.09.26,30.94677520424024
2012.09.27,31.027520269040238
2012.09.28,30.867726563740238
2012.09.29,30.842721179740238
2012.09.30,30.842721179740238
2012.10.01,30.87497564874024
2012.10.02,30.77890275884024
2012.10.03,30.710712549240238
2012.10.04,30.68429631744024
2012.10.05,30.587716936640238
2012.10.06,30.53775422464024
2012.10.07,30.58774066824024
2012.10.08,30.58703474284024
2012.10.09,30.64667169424024
2012.10.10,30.69294027884024
2012.10.11,30.72771321944024
2012.10.12,30.71172793134024
2012.10.13,30.67774082084024
2012.10.14,30.62774158374024
2012.10.15,30.64771810174024
2012.10.16,30.70774150744024
2012.10.17,30.643340961840238
2012.10.18,30.64774010344024
2012.10.19,30.67774075584024
2012.10.20,30.68774104974024
2012.10.21,30.68774104974024
2012.10.22,30.69805539514024
2012.10.23,30.73573998504024
2012.10.24,30.77168765234024
2012.10.25,30.75774074454024
2012.10.26,30.67774082084024
2012.10.27,30.73774028674024
2012.10.28,30.73774028674024
2012.10.29,30.73274112604024
2012.10.30,30.73574090154024
2012.10.31,30.71274069384024
2012.11.01,30.692620216340238
2012.11.02,30.70774150744024
2012.11.03,30.792600750340238
2012.11.04,30.727740057940238
2012.11.05,30.78774143214024
2012.11.06,30.800737447240238
2012.11.07,30.73234803464024
2012.11.08,30.722740897140238
2012.11.09,30.69774069594024
2012.11.10,30.640772342540238
2012.11.11,30.640772342540238
2012.11.12,30.60774112604024
2012.11.13,30.61774135494024
2012.11.14,30.68774103994024
2012.11.15,30.69274097344024
2012.11.16,30.71773982904024
2012.11.17,30.70874147694024
2012.11.18,30.727740057940238
2012.11.19,30.72790006154024
2012.11.20,30.67774082074024
2012.11.21,30.69774447864024
2012.11.22,30.70273819934024
2012.11.23,30.687741050240238
2012.11.24,30.72272412774024
2012.11.25,30.72272412774024
2012.11.26,30.68273997804024
2012.11.27,30.68862152674024
2012.11.28,30.68273998164024
2012.11.29,30.727740185940238
2012.11.30,30.72874743414024
2012.12.01,30.72272412774024
2012.12.02,30.70774150744024
2012.12.03,30.71274066824024
2012.12.04,30.64274095564024
2012.12.05,30.66774059194024
2012.12.06,30.69874034784024
2012.12.07,30.65774036304024
2012.12.08,30.63773990534024
2012.12.09,30.63773990534024
2012.12.10,30.652741202340238
2012.12.11,30.64774019664024
2012.12.12,30.63274074454024
2012.12.13,30.60774112654024
2012.12.14,30.61774135494024
2012.12.15,30.61779920974024
2012.12.16,30.61774135494024
2012.12.17,30.62270052904024
2012.12.18,30.592779837540238
2012.12.19,30.58774066824024
2012.12.20,30.607749124540238
2012.12.21,30.62774158374024
2012.12.22,30.61272164394024
2012.12.23,30.60774112604024
2012.12.24,30.632740104440238
2012.12.25,30.617744554340238
2012.12.26,30.60774112604024
2012.12.27,30.65774036304024
2012.12.28,30.62774164774024
2012.12.29,30.63274074454024
2012.12.30,30.63274074454024
2012.12.31,30.57774043944024
2013.01.01,30.597740897140238
2013.01.02,30.58274150744024
2013.01.03,30.36273068694024
2013.01.04,30.42272565664024
2013.01.05,30.48271454364024
2013.01.06,30.46773982904024
2013.01.07,30.45274363944024
2013.01.08,30.43194191404024
2013.01.09,30.42774082084024
2013.01.10,30.402741138240238
2013.01.11,30.25274106024024
2013.01.12,30.29287528624024
2013.01.13,30.29287528624024
2013.01.14,30.30174083614024
2013.01.15,30.21773982904024
2013.01.16,29.96230072784024
2013.01.17,29.83746069994024
2013.01.18,29.78274036284024
2013.01.19,29.78771734344024
2013.01.20,29.78771734344024
2013.01.21,29.70774150744024
2013.01.22,29.74770851494024
2013.01.23,29.73254112904024
2013.01.24,29.812740985740238
2013.01.25,29.82774120234024
2013.01.26,29.94571823654024
2013.01.27,29.94571823654024
2013.01.28,29.972740897140238
2013.01.29,29.924661337840238
2013.01.30,29.786539649540238
2013.01.31,29.70774150744024
2013.02.01,29.85275154844024
2013.02.02,29.80772030174024
2013.02.03,29.75774074454024
2013.02.04,29.80174083614024
2013.02.05,29.79274055864024
2013.02.06,29.73774035084024
2013.02.07,29.80272642084024
2013.02.08,29.80274062884024
2013.02.09,29.806894448540238
2013.02.10,29.806894448540238
2013.02.11,29.76774097344024
2013.02.12,29.86214034174024
2013.02.13,29.80774158174024
2013.02.14,29.82774043934024
2013.02.15,29.83098898064024
2013.02.16,29.86772132364024
2013.02.17,29.86772132364024
2013.02.18,29.81774021054024
2013.02.19,29.90074092764024
2013.02.20,29.88792122084024
2013.02.21,29.87274059194024
2013.02.22,29.84273982904024
2013.02.23,29.83444757784024
2013.02.24,29.847740897140238
2013.02.25,29.86694133654024
2013.02.26,29.80773998164024
2013.02.27,29.80773998364024
2013.02.28,29.85774112604024
2013.03.01,29.782700363640238
2013.03.02,29.77071732794024
2013.03.03,29.77071732794024
2013.03.04,29.78274196344024
2013.03.05,29.82274127864024
2013.03.06,29.772820136040238
2013.03.07,29.81774021044024
2013.03.08,29.74774118124024
2013.03.09,29.74265399294024
2013.03.10,29.73774028674024
2013.03.11,29.77274013064024
2013.03.12,29.727740057940238
2013.03.13,29.59273982904024
2013.03.14,29.62774158374024
2013.03.15,29.632740424540238
2013.03.16,29.54765655574024
2013.03.17,29.54765655574024
2013.03.18,29.57672300524024
2013.03.19,29.52214015864024
2013.03.20,29.25874072834024
2013.03.21,29.14274097344024
2013.03.22,29.192740744540238
2013.03.23,29.297719441940238
2013.03.24,29.30773998164024
2013.03.25,29.28274054204024
2013.03.26,29.277780554040238
2013.03.27,29.33774067084024
2013.03.28,29.28274035024024
2013.03.29,29.30773998164024
2013.03.30,29.322714305340238
2013.03.31,29.277741202340238
2013.04.01,29.322601531240238
2013.04.02,29.32272115774024
2013.04.03,29.430425649440238
2013.04.04,29.35532568674024
2013.04.05,29.322714049540238
2013.04.06,29.25471594924024
2013.04.07,29.25471594924024
2013.04.08,29.25478793894024
2013.04.09,29.24071007554024
2013.04.10,28.96764901494024
2013.04.11,29.05072066724024
2013.04.12,29.04584790524024
2013.04.13,29.06568227994024
2013.04.14,29.03774143114024
2013.04.15,29.065710648840238
2013.04.16,29.152533942140238
2013.04.17,28.967721139740238
2013.04.18,28.848891125140238
2013.04.19,28.67773910174024
2013.04.20,28.67771210324024
2013.04.21,28.67771210324024
2013.04.22,28.651338892740238
2013.04.23,28.70256307554024
2013.04.24,28.83171691554024
2013.04.25,28.956757947240238
2013.04.26,29.19171593944024
2013.04.27,29.28774143114024
2013.04.28,29.28774143114024
2013.04.29,29.252720168440238
2013.04.30,29.27770829804024
2013.05.01,29.27485707654024
2013.05.02,29.33246489124024
2013.05.03,29.46172001734024
2013.05.04,29.71271980404024
2013.05.05,29.71271980404024
2013.05.06,29.66774059194024
2013.05.07,29.59273022624024
2013.05.08,29.58771829704024
2013.05.09,29.33516719414024
2013.05.10,29.53273710154024
2013.05.11,29.785597929940238
2013.05.12,29.785597929940238
2013.05.13,29.78571320404024
2013.05.14,29.68535818734024
2013.05.15,29.70371748824024
2013.05.16,29.76269488894024
2013.05.17,29.717747690240238
2013.05.18,29.83774066824024
2013.05.19,29.83774066824024
2013.05.20,29.86762173414024
2013.05.21,29.809729503640238
2013.05.22,29.78773067144024
2013.05.23,29.87274380904024
2013.05.24,29.925105186040238
2013.05.25,29.95072032854024
2013.05.26,29.99774051564024
2013.05.27,29.95058273234024
2013.05.28,29.87572105274024
2013.05.29,30.08789753414024
2013.05.30,30.18012612814024
2013.05.31,30.13533053214024
2013.06.01,30.40771934294024
2013.06.02,30.36774135494024
2013.06.03,30.38441024104024
2013.06.04,30.38322168924024
2013.06.05,30.46766198504024
2013.06.06,30.54196552884024
2013.06.07,30.56081678954024
2013.06.08,30.547741660040238
2013.06.09,30.547741660040238
2013.06.10,30.64266025534024
2013.06.11,30.797719222340238
2013.06.12,30.93877280394024
2013.06.13,30.96206323564024
2013.06.14,30.75046539394024
2013.06.15,30.57272220074024
2013.06.16,30.57272220074024
2013.06.17,30.572722209340238
2013.06.18,30.69004309154024
2013.06.19,30.87770288184024
2013.06.20,31.02901891284024
2013.06.21,31.18564547584024
2013.06.22,31.142716468640238
2013.06.23,31.142716468640238
2013.06.24,31.14275060214024
2013.06.25,31.06275475774024
2013.06.26,31.02285696634024
2013.06.27,31.13912314224024
2013.06.28,31.15440611754024
2013.06.29,31.10774112604024
2013.06.30,31.10774112604024
2013.07.01,31.11746097554024
2013.07.02,30.95671170054024
2013.07.03,31.002698956640238
2013.07.04,31.10773921864024
2013.07.05,31.09273982904024
2013.07.06,31.19274021044024
2013.07.07,31.16774059194024
2013.07.08,31.313610869940238
2013.07.09,31.52194102214024
2013.07.10,31.41024074454024
2013.07.11,31.18832365824024
2013.07.12,31.15998880574024
2013.07.13,31.15747752924024
2013.07.14,31.13773990534024
2013.07.15,31.15771824464024
2013.07.16,31.198975915540238
2013.07.17,31.216960744540238
2013.07.18,30.96599072174024
2013.07.19,31.04574074454024
2013.07.20,31.02274074454024
2013.07.21,31.02274074454024
2013.07.22,31.03442585264024
2013.07.23,30.94274050954024
2013.07.24,30.91269961194024
2013.07.25,31.06661014684024
2013.07.26,31.07276619474024
2013.07.27,31.13072008514024
2013.07.28,31.13072008514024
2013.07.29,31.13072009034024
2013.07.30,31.17774074454024
2013.07.31,31.25874072924024
2013.08.01,31.25758074404024
2013.08.02,31.27844295314024
2013.08.03,31.29774074454024
2013.08.04,31.29774074454024
2013.08.05,31.28034369114024
2013.08.06,31.381192205140238
2013.08.07,31.394828876340238
2013.08.08,31.38773990534024
2013.08.09,31.19774074454024
2013.08.10,31.21771395394024
2013.08.11,31.18774104974024
2013.08.12,31.18774959394024
2013.08.13,31.252743609440238
2013.08.14,31.28918178674024
2013.08.15,31.29144839314024
2013.08.16,31.27271644014024
2013.08.17,31.29244721574024
2013.08.18,31.29244721574024
2013.08.19,31.31774021154024
2013.08.20,31.45073896354024
2013.08.21,31.64474049774024
2013.08.22,31.952603450540238
2013.08.23,32.03411034774024
2013.08.24,31.84772571604024
2013.08.25,31.86774135494024
2013.08.26,31.864536997940238
2013.08.27,32.00266021474024
2013.08.28,32.188394720040236
2013.08.29,32.172755466440236
2013.08.30,32.13774074454024
2013.08.31,32.142740744540234
2013.09.01,32.142740744540234
2013.09.02,32.087742575640235
2013.09.03,32.073181163140234
2013.09.04,32.17774193474023
2013.09.05,32.15774227044024
2013.09.06,32.356658969640236
2013.09.07,32.24771967244023
2013.09.08,32.24771967244023
2013.09.09,32.26724074454024
2013.09.10,32.09853074084024
2013.09.11,32.12274866804024
2013.09.12,31.91774074454024
2013.09.13,31.61774135494024
2013.09.14,31.83774066824024
2013.09.15,31.83774066824024
2013.09.16,31.76274181264024
2013.09.17,31.76534073424024
2013.09.18,31.68774104974024
2013.09.19,31.23178891254024
2013.09.20,31.05273618224024
2013.09.21,31.12272117634024
2013.09.22,31.047741660040238
2013.09.23,31.12272117624024
2013.09.24,31.179140683840238
2013.09.25,31.33648030994024
2013.09.26,31.302240110640238
2013.09.27,31.232737125440238
2013.09.28,31.277741202340238
2013.09.29,31.277741202340238
2013.09.30,31.38274043834024
2013.10.01,31.242740260540238
2013.10.02,31.23474074454024
2013.10.03,31.26714085454024
2013.10.04,31.300277861940238
2013.10.05,31.257740745040238
2013.10.06,31.25774074454024
2013.10.07,31.28774074324024
2013.10.08,31.38274390104024
2013.10.09,31.37274051564024
2013.10.10,31.462740744540238
2013.10.11,31.36273932934024
2013.10.12,31.297741660040238
2013.10.13,31.297741660040238
2013.10.14,31.361540604540238
2013.10.15,31.28774074454024
2013.10.16,31.29158067134024
2013.10.17,31.23265421134024
